#Kbase_ID	Type	Strand	Start	End	Function
	source	plus	1	4007882	
Bacterial_genome_Nanuq_01May2018.CDS.39	gene	minus	23246	24967	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)
Bacterial_genome_Nanuq_01May2018.CDS.40	gene	minus	24970	25149	
Bacterial_genome_Nanuq_01May2018.CDS.42	gene	minus	26800	28572	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)
Bacterial_genome_Nanuq_01May2018.CDS.43	gene	minus	28854	29558	Peptidase E (EC 3.4.11.2)
Bacterial_genome_Nanuq_01May2018.CDS.44	gene	minus	29589	30077	NhaC, Na+/H+ antiporter
Bacterial_genome_Nanuq_01May2018.rna.2	rna	minus	30302	30383	tRNA-Leu-CAA
Bacterial_genome_Nanuq_01May2018.rna.3	rna	minus	30630	30718	tRNA-Leu-TAA
Bacterial_genome_Nanuq_01May2018.rna.4	rna	minus	30726	30796	tRNA-Cys-GCA
Bacterial_genome_Nanuq_01May2018.rna.5	rna	minus	30803	30877	tRNA-Gly-GCC
Bacterial_genome_Nanuq_01May2018.rna.6	rna	minus	30931	31002	tRNA-Gln-TTG
Bacterial_genome_Nanuq_01May2018.rna.7	rna	minus	31012	31087	tRNA-His-GTG
Bacterial_genome_Nanuq_01May2018.rna.8	rna	minus	31117	31190	tRNA-Trp-CCA
Bacterial_genome_Nanuq_01May2018.rna.9	rna	minus	31201	31285	tRNA-Tyr-GTA
Bacterial_genome_Nanuq_01May2018.rna.10	rna	minus	31297	31369	tRNA-Thr-TGT
Bacterial_genome_Nanuq_01May2018.rna.11	rna	minus	31373	31448	tRNA-Phe-GAA
Bacterial_genome_Nanuq_01May2018.rna.12	rna	minus	31459	31535	tRNA-Asp-GTC
Bacterial_genome_Nanuq_01May2018.rna.13	rna	minus	31543	31619	tRNA-Met-CAT
Bacterial_genome_Nanuq_01May2018.rna.14	rna	minus	31627	31702	tRNA-Val-TAC
Bacterial_genome_Nanuq_01May2018.rna.15	rna	minus	31713	31784	tRNA-Glu-TTC
Bacterial_genome_Nanuq_01May2018.rna.16	rna	minus	31821	31911	tRNA-Ser-GGA
Bacterial_genome_Nanuq_01May2018.rna.17	rna	minus	31917	31991	tRNA-Asn-GTT
Bacterial_genome_Nanuq_01May2018.rna.18	rna	minus	31998	32120	5S rRNA ## 5S ribosomal RNA
Bacterial_genome_Nanuq_01May2018.rna.19	rna	minus	32220	35150	LSU rRNA ## 23S rRNA, large subunit ribosomal RNA
Bacterial_genome_Nanuq_01May2018.rna.20	rna	minus	35379	36934	SSU rRNA ## 16S rRNA, small subunit ribosomal RNA
Bacterial_genome_Nanuq_01May2018.CDS.45	gene	minus	37161	37277	CDS_ID OB0907
Bacterial_genome_Nanuq_01May2018.CDS.46	gene	minus	37262	38044	CDS_ID OB0907
Bacterial_genome_Nanuq_01May2018.CDS.48	gene	minus	38634	39071	Peroxide stress regulator PerR, FUR family
Bacterial_genome_Nanuq_01May2018.CDS.49	gene	minus	39196	39669	Thiol peroxidase, Bcp-type (EC 1.11.1.15)
Bacterial_genome_Nanuq_01May2018.CDS.52	gene	minus	42469	43458	Multidrug resistance ABC transporter ATP-binding and permease protein
Bacterial_genome_Nanuq_01May2018.CDS.53	gene	minus	43455	44210	Multidrug resistance ABC transporter ATP-binding and permease protein
Bacterial_genome_Nanuq_01May2018.CDS.54	gene	minus	44292	44822	Cysteinyl-tRNA synthetase related protein
Bacterial_genome_Nanuq_01May2018.CDS.55	gene	minus	44855	44971	
Bacterial_genome_Nanuq_01May2018.CDS.56	gene	minus	44958	45224	FIG01225283: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.57	gene	minus	45384	45554	Small acid-soluble spore protein, gamma-type SASP
Bacterial_genome_Nanuq_01May2018.CDS.58	gene	minus	45621	46373	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)
Bacterial_genome_Nanuq_01May2018.CDS.60	gene	minus	46686	47780	A/G-specific adenine glycosylase (EC 3.2.2.-)
Bacterial_genome_Nanuq_01May2018.CDS.62	gene	minus	48943	49731	unknown
Bacterial_genome_Nanuq_01May2018.CDS.63	gene	minus	49764	51569	unknown
Bacterial_genome_Nanuq_01May2018.CDS.64	gene	minus	51606	52349	stress response protein
Bacterial_genome_Nanuq_01May2018.CDS.65	gene	minus	52797	53657	Epoxide hydrolase (EC 3.3.2.9)
Bacterial_genome_Nanuq_01May2018.CDS.66	gene	minus	53650	53985	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.67	gene	minus	54071	54598	FIG01242370: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.68	gene	minus	54730	54999	Conserved protein YfhJ
Bacterial_genome_Nanuq_01May2018.CDS.71	gene	minus	56723	57922	FIG01233519: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.72	gene	minus	58063	58374	Transcription regulator CDS_ID OB0894
Bacterial_genome_Nanuq_01May2018.CDS.73	gene	minus	58381	58899	Regulatory protein recX
Bacterial_genome_Nanuq_01May2018.CDS.74	gene	minus	58851	58997	regulatory protein RecX
Bacterial_genome_Nanuq_01May2018.CDS.75	gene	minus	58994	59170	Regulatory protein recX
Bacterial_genome_Nanuq_01May2018.CDS.79	gene	minus	60630	60908	Putative nitroreductase family protein SACOL0874
Bacterial_genome_Nanuq_01May2018.CDS.80	gene	minus	60893	61213	
Bacterial_genome_Nanuq_01May2018.CDS.81	gene	minus	61290	62174	Phenazine biosynthesis protein PhzF like
Bacterial_genome_Nanuq_01May2018.CDS.82	gene	minus	62268	63677	L-O-lysylphosphatidylglycerol synthase (EC 2.3.2.3)
Bacterial_genome_Nanuq_01May2018.CDS.83	gene	minus	63686	64837	L-O-lysylphosphatidylglycerol synthase (EC 2.3.2.3)
Bacterial_genome_Nanuq_01May2018.CDS.86	gene	minus	67149	67691	unknown
Bacterial_genome_Nanuq_01May2018.CDS.87	gene	minus	67717	67989	Barstar
Bacterial_genome_Nanuq_01May2018.CDS.88	gene	minus	68012	68623	Phosphoenolpyruvate synthase (EC 2.7.9.2)
Bacterial_genome_Nanuq_01May2018.CDS.89	gene	minus	68620	70422	Pyruvate-utilizing enzyme, similar to phosphoenolpyruvate synthase
Bacterial_genome_Nanuq_01May2018.CDS.90	gene	minus	70679	71767	YfiQ
Bacterial_genome_Nanuq_01May2018.CDS.91	gene	minus	71758	72063	NAD(P)H dehydrogenase (quinone)
Bacterial_genome_Nanuq_01May2018.CDS.92	gene	minus	72018	72359	NAD(P)H dehydrogenase, quinone family
Bacterial_genome_Nanuq_01May2018.CDS.93	gene	minus	72400	72522	
Bacterial_genome_Nanuq_01May2018.CDS.95	gene	minus	73181	74128	Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB
Bacterial_genome_Nanuq_01May2018.CDS.96	gene	minus	74266	74385	
Bacterial_genome_Nanuq_01May2018.CDS.97	gene	minus	74506	75363	Glyoxalase family protein
Bacterial_genome_Nanuq_01May2018.CDS.98	gene	minus	75380	75784	putative membrane protein
Bacterial_genome_Nanuq_01May2018.CDS.99	gene	minus	75952	77769	Multidrug resistance ABC transporter ATP-binding and permease protein
Bacterial_genome_Nanuq_01May2018.CDS.100	gene	minus	77750	79483	Multidrug resistance ABC transporter ATP-binding and permease protein
Bacterial_genome_Nanuq_01May2018.CDS.101	gene	minus	79621	81207	PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69) / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.69)
Bacterial_genome_Nanuq_01May2018.CDS.102	gene	minus	81224	81985	Transcriptional regulator, RpiR family
Bacterial_genome_Nanuq_01May2018.CDS.103	gene	minus	82054	83403	Maltose-6'-phosphate glucosidase (EC 3.2.1.122)
Bacterial_genome_Nanuq_01May2018.CDS.104	gene	minus	83574	83756	acid-soluble spore protein H
Bacterial_genome_Nanuq_01May2018.CDS.105	gene	minus	83822	85630	Transcriptional activator of acetoin dehydrogenase operon AcoR
Bacterial_genome_Nanuq_01May2018.CDS.106	gene	minus	85737	87116	Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4)
Bacterial_genome_Nanuq_01May2018.CDS.107	gene	minus	87131	88324	Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.108	gene	minus	88339	89367	Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)
Bacterial_genome_Nanuq_01May2018.CDS.109	gene	minus	89369	90370	Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)
Bacterial_genome_Nanuq_01May2018.CDS.110	gene	minus	90646	91125	unknown
Bacterial_genome_Nanuq_01May2018.CDS.111	gene	minus	91282	92265	tRNA dihydrouridine synthase B (EC 1.-.-.-)
Bacterial_genome_Nanuq_01May2018.CDS.112	gene	minus	93074	93490	
Bacterial_genome_Nanuq_01May2018.CDS.113	gene	minus	94096	94866	RNA methyltransferase, TrmA family
Bacterial_genome_Nanuq_01May2018.CDS.114	gene	minus	94863	95495	RNA methyltransferase, TrmA family
Bacterial_genome_Nanuq_01May2018.CDS.115	gene	minus	95641	96504	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)
Bacterial_genome_Nanuq_01May2018.CDS.119	gene	minus	99227	100018	polysaccharide deacetylase, putative
Bacterial_genome_Nanuq_01May2018.CDS.120	gene	minus	100119	100304	unknown
Bacterial_genome_Nanuq_01May2018.CDS.123	gene	minus	102440	103231	unknown
Bacterial_genome_Nanuq_01May2018.CDS.124	gene	minus	103305	104360	calcium/proton exchanger
Bacterial_genome_Nanuq_01May2018.CDS.127	gene	minus	105731	105838	
Bacterial_genome_Nanuq_01May2018.CDS.128	gene	minus	105882	106721	Inner membrane protein YihY, formerly thought to be RNase BN
Bacterial_genome_Nanuq_01May2018.CDS.129	gene	minus	106733	107059	YfkI
Bacterial_genome_Nanuq_01May2018.CDS.130	gene	minus	107073	107546	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)
Bacterial_genome_Nanuq_01May2018.CDS.136	gene	minus	112372	112887	ThiJ/PfpI family protein
Bacterial_genome_Nanuq_01May2018.CDS.143	gene	minus	119539	120204	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Bacterial_genome_Nanuq_01May2018.CDS.144	gene	minus	120338	121054	Trehalose operon transcriptional repressor
Bacterial_genome_Nanuq_01May2018.CDS.145	gene	minus	121078	122154	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)
Bacterial_genome_Nanuq_01May2018.CDS.146	gene	minus	122240	122761	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)
Bacterial_genome_Nanuq_01May2018.CDS.147	gene	minus	122837	123100	PTS system, trehalose-specific IIB component (EC 2.7.1.69) / PTS system, trehalose-specific IIC component (EC 2.7.1.69)
Bacterial_genome_Nanuq_01May2018.CDS.148	gene	minus	123121	124251	PTS system, trehalose-specific IIB component (EC 2.7.1.69) / PTS system, trehalose-specific IIC component (EC 2.7.1.69)
Bacterial_genome_Nanuq_01May2018.CDS.152	gene	minus	125496	125873	unknown
Bacterial_genome_Nanuq_01May2018.CDS.155	gene	minus	128097	128540	Holin associated hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.156	gene	minus	128665	129381	PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69) / PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)
Bacterial_genome_Nanuq_01May2018.CDS.157	gene	minus	129378	130046	PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69) / PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)
Bacterial_genome_Nanuq_01May2018.CDS.162	gene	minus	131921	132580	Uncharacterized protein conserved in bacteria
Bacterial_genome_Nanuq_01May2018.CDS.164	gene	minus	132914	134005	Nitric oxide synthase oxygenase (EC 1.-.-.-)
Bacterial_genome_Nanuq_01May2018.CDS.165	gene	minus	134129	134923	unknown
Bacterial_genome_Nanuq_01May2018.CDS.166	gene	minus	134975	135352	Citrate/H+ symporter of CitMHS family
Bacterial_genome_Nanuq_01May2018.CDS.167	gene	minus	135364	136272	Citrate/H+ symporter of CitMHS family
Bacterial_genome_Nanuq_01May2018.CDS.168	gene	minus	136465	137277	lipoprotein, putative
Bacterial_genome_Nanuq_01May2018.CDS.169	gene	minus	137289	137426	
Bacterial_genome_Nanuq_01May2018.CDS.170	gene	minus	137439	138119	two-component response regulator
Bacterial_genome_Nanuq_01May2018.CDS.171	gene	minus	138116	138367	two-component sensor histidine kinase
Bacterial_genome_Nanuq_01May2018.CDS.172	gene	minus	138364	139719	two-component sensor histidine kinase
Bacterial_genome_Nanuq_01May2018.CDS.173	gene	minus	139959	140612	Sortase A, LPXTG specific
Bacterial_genome_Nanuq_01May2018.CDS.174	gene	minus	140720	146629	Collagen adhesion protein
Bacterial_genome_Nanuq_01May2018.CDS.175	gene	minus	146810	147886	Autolysis response regulater LytR
Bacterial_genome_Nanuq_01May2018.CDS.179	gene	minus	151309	151788	Flagellar hook-length control protein FliK
Bacterial_genome_Nanuq_01May2018.CDS.181	gene	minus	158650	159396	
Bacterial_genome_Nanuq_01May2018.CDS.182	gene	minus	159463	160326	2-oxoglutarate/malate translocator
Bacterial_genome_Nanuq_01May2018.CDS.183	gene	minus	160347	160898	2-oxoglutarate/malate translocator
Bacterial_genome_Nanuq_01May2018.CDS.184	gene	minus	161024	162289	Pectate lyase precursor (EC 4.2.2.2)
Bacterial_genome_Nanuq_01May2018.CDS.185	gene	minus	162452	162799	unknown
Bacterial_genome_Nanuq_01May2018.CDS.189	gene	minus	164667	164987	unknown
Bacterial_genome_Nanuq_01May2018.CDS.190	gene	minus	165060	166190	ATP-dependent RNA helicase YfmL
Bacterial_genome_Nanuq_01May2018.CDS.192	gene	minus	167959	169143	major facilitator family transporter
Bacterial_genome_Nanuq_01May2018.CDS.193	gene	minus	169207	169629	HTH-type transcriptional regulator yfmP
Bacterial_genome_Nanuq_01May2018.CDS.194	gene	minus	169820	171709	COG0488: ATPase components of ABC transporters with duplicated ATPase domains
Bacterial_genome_Nanuq_01May2018.CDS.196	gene	minus	172982	173881	FIG00553873: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.197	gene	minus	174010	174651	Methyl-accepting chemotaxis protein
Bacterial_genome_Nanuq_01May2018.CDS.198	gene	minus	174648	174863	Methyl-accepting chemotaxis protein
Bacterial_genome_Nanuq_01May2018.CDS.199	gene	minus	174879	176336	Aldehyde dehydrogenase (EC 1.2.1.3)
Bacterial_genome_Nanuq_01May2018.CDS.202	gene	minus	179342	180283	FIG01226311: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.203	gene	minus	180296	181456	unknown
Bacterial_genome_Nanuq_01May2018.CDS.204	gene	minus	181485	182396	Putative glycosyltransferase
Bacterial_genome_Nanuq_01May2018.CDS.205	gene	minus	182421	183323	Similar to CDP-glucose 4,6-dehydratase (EC 4.2.1.45)
Bacterial_genome_Nanuq_01May2018.CDS.206	gene	minus	183396	184160	Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)
Bacterial_genome_Nanuq_01May2018.CDS.207	gene	minus	184374	186251	Lipoteichoic acid synthase LtaS Type Ib
Bacterial_genome_Nanuq_01May2018.CDS.209	gene	minus	186725	189907	NADPH-cytochrome P450 reductase
Bacterial_genome_Nanuq_01May2018.CDS.211	gene	minus	191179	192300	Salicylate hydroxylase (EC 1.14.13.1)
Bacterial_genome_Nanuq_01May2018.CDS.214	gene	minus	193086	193439	
Bacterial_genome_Nanuq_01May2018.CDS.216	gene	minus	193617	194261	unknown
Bacterial_genome_Nanuq_01May2018.CDS.217	gene	minus	194352	194654	riboflavin kinase( EC:2.7.1.26 )
Bacterial_genome_Nanuq_01May2018.CDS.218	gene	minus	194684	194857	unknown
Bacterial_genome_Nanuq_01May2018.CDS.219	gene	minus	195170	196036	RsbR, positive regulator of sigma-B
Bacterial_genome_Nanuq_01May2018.CDS.222	gene	minus	197003	197692	probable membrane protein yetF
Bacterial_genome_Nanuq_01May2018.CDS.223	gene	minus	197807	197974	Uncharacterized protein yesK
Bacterial_genome_Nanuq_01May2018.CDS.224	gene	minus	198115	198678	acetyltransferase, GNAT family
Bacterial_genome_Nanuq_01May2018.CDS.225	gene	minus	198736	199305	Polypeptide composition of the spore coat protein CotJC
Bacterial_genome_Nanuq_01May2018.CDS.226	gene	minus	199320	199814	Polypeptide composition of the spore coat protein CotJB
Bacterial_genome_Nanuq_01May2018.CDS.227	gene	minus	199947	200240	Aminoglycoside 6-adenylyltransferase (EC 2.7.7.-)
Bacterial_genome_Nanuq_01May2018.CDS.228	gene	minus	200237	200815	Aminoglycoside 6-adenylyltransferase (EC 2.7.7.-)
Bacterial_genome_Nanuq_01May2018.CDS.229	gene	minus	200992	201294	tRNA-guanine transglycosylase (EC 2.4.2.29)
Bacterial_genome_Nanuq_01May2018.CDS.230	gene	minus	201474	202193	FIG007491: hypothetical protein YeeN
Bacterial_genome_Nanuq_01May2018.CDS.236	gene	minus	206034	206909	ABC transporter, permease protein
Bacterial_genome_Nanuq_01May2018.CDS.237	gene	minus	206910	207863	Methionine ABC transporter ATP-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.239	gene	minus	208840	210225	23S rRNA (Uracil-5-) -methyltransferase RumA (EC 2.1.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.240	gene	minus	210373	211284	Transcription regulator [contains diacylglycerol kinase catalytic domain]
Bacterial_genome_Nanuq_01May2018.CDS.241	gene	minus	211437	213497	RND multidrug efflux transporter; Acriflavin resistance protein
Bacterial_genome_Nanuq_01May2018.CDS.242	gene	minus	213491	214579	RND multidrug efflux transporter; Acriflavin resistance protein
Bacterial_genome_Nanuq_01May2018.CDS.244	gene	minus	215618	217048	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)
Bacterial_genome_Nanuq_01May2018.CDS.245	gene	minus	217062	218519	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)
Bacterial_genome_Nanuq_01May2018.CDS.246	gene	minus	218534	218824	Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)
Bacterial_genome_Nanuq_01May2018.CDS.249	gene	minus	221578	222573	Homoserine kinase (EC 2.7.1.39)
Bacterial_genome_Nanuq_01May2018.CDS.250	gene	minus	222810	224006	Putative pheromone cAM373 precursor lipoprotein CamS
Bacterial_genome_Nanuq_01May2018.CDS.251	gene	minus	224022	226031	DNA ligase (EC 6.5.1.2)
Bacterial_genome_Nanuq_01May2018.CDS.252	gene	minus	226053	228272	ATP-dependent DNA helicase UvrD/PcrA
Bacterial_genome_Nanuq_01May2018.CDS.253	gene	minus	228330	229019	Geranylgeranylglyceryl phosphate synthase-like protein YerE
Bacterial_genome_Nanuq_01May2018.CDS.256	gene	minus	230824	231135	His repressor
Bacterial_genome_Nanuq_01May2018.CDS.257	gene	minus	231138	232133	BH0638 unknown conserved protein
Bacterial_genome_Nanuq_01May2018.CDS.258	gene	minus	232158	233486	Adenine deaminase (EC 3.5.4.2)
Bacterial_genome_Nanuq_01May2018.CDS.259	gene	minus	233438	233899	Adenine deaminase (EC 3.5.4.2)
Bacterial_genome_Nanuq_01May2018.CDS.261	gene	minus	234418	235686	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
Bacterial_genome_Nanuq_01May2018.CDS.262	gene	minus	235700	237238	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
Bacterial_genome_Nanuq_01May2018.CDS.263	gene	minus	237235	237822	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)
Bacterial_genome_Nanuq_01May2018.CDS.264	gene	minus	237819	238859	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)
Bacterial_genome_Nanuq_01May2018.CDS.265	gene	minus	238951	240381	Amidophosphoribosyltransferase (EC 2.4.2.14)
Bacterial_genome_Nanuq_01May2018.CDS.266	gene	minus	240357	242585	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)
Bacterial_genome_Nanuq_01May2018.CDS.267	gene	minus	242569	243252	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)
Bacterial_genome_Nanuq_01May2018.CDS.268	gene	minus	243249	243503	Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)
Bacterial_genome_Nanuq_01May2018.CDS.269	gene	minus	243503	244006	Phosphoribosylaminoimidazole-succinocarboxamid e synthase (EC 6.3.2.6)
Bacterial_genome_Nanuq_01May2018.CDS.270	gene	minus	244069	244221	Phosphoribosylaminoimidazole-succinocarboxamid e synthase (EC 6.3.2.6)
Bacterial_genome_Nanuq_01May2018.CDS.271	gene	minus	244297	245589	Adenylosuccinate lyase (EC 4.3.2.2)
Bacterial_genome_Nanuq_01May2018.CDS.272	gene	minus	245589	246731	Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)
Bacterial_genome_Nanuq_01May2018.CDS.273	gene	minus	246724	247077	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)
Bacterial_genome_Nanuq_01May2018.CDS.274	gene	minus	247104	247211	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)
Bacterial_genome_Nanuq_01May2018.CDS.275	gene	minus	247524	247721	unknown
Bacterial_genome_Nanuq_01May2018.CDS.276	gene	minus	247718	248269	FIG00774849: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.277	gene	minus	248391	248570	FIG01235682: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.278	gene	minus	248703	249485	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.279	gene	minus	249683	251005	Hypoxanthine/guanine permease PbuG
Bacterial_genome_Nanuq_01May2018.CDS.280	gene	minus	251361	252803	FIG01236409: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.281	gene	minus	252785	253318	RNA polymerase sigma factor SigV
Bacterial_genome_Nanuq_01May2018.CDS.282	gene	minus	253423	254973	GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)
